Date,User_ID,Session_ID,Source,Medium,Country,Device,Page,Page_Order,Engagement_Time,Converted,User_Type
2026-02-04,U1551,S4788,Referral,PartnerSite,Australia,Desktop,Pricing,4,101,0,Returning
2026-02-04,U1578,S4861,Organic,Google,India,Mobile,Pricing,1,193,0,Returning
2026-02-04,U1578,S4861,Organic,Google,India,Mobile,Contact,2,51,0,Returning
2026-02-04,U1602,S4933,Social,Instagram,Australia,Desktop,Contact,1,58,0,Returning
2026-02-04,U1602,S4933,Social,Instagram,Australia,Desktop,Product,2,86,0,Returning
2026-02-04,U1602,S4933,Social,Instagram,Australia,Desktop,Pricing,3,246,0,Returning
2026-02-04,U1602,S4933,Social,Instagram,Australia,Desktop,Home,4,235,0,Returning
2026-02-04,U1604,S4942,Social,Instagram,Australia,Desktop,Product,1,176,0,Returning
2026-02-04,U1627,S5008,Organic,Google,USA,Mobile,Contact,1,245,0,Returning
2026-02-04,U1644,S5051,Social,Instagram,USA,Mobile,Checkout,1,92,0,Returning
2026-02-04,U1644,S5051,Social,Instagram,USA,Mobile,Blog,2,83,0,Returning
2026-02-04,U1644,S5051,Social,Instagram,USA,Mobile,Contact,3,236,0,Returning
2026-02-04,U1644,S5051,Social,Instagram,USA,Mobile,Home,4,59,0,Returning
2026-02-04,U1664,S5113,Email,Newsletter,Australia,Mobile,Home,1,238,0,Returning
2026-02-04,U1738,S5335,Email,Newsletter,Australia,Mobile,Product,1,156,0,New
2026-02-04,U1741,S5343,Referral,PartnerSite,USA,Mobile,Contact,1,67,0,New
2026-02-04,U1743,S5352,Email,Newsletter,Canada,Mobile,Pricing,1,80,0,Returning
2026-02-04,U1810,S5540,Direct,Website,USA,Mobile,Contact,1,234,0,Returning
2026-02-04,U1813,S5546,Email,Newsletter,India,Mobile,Product,1,256,0,Returning
2026-02-04,U1826,S5593,Direct,Website,UK,Mobile,Pricing,1,296,0,Returning
2026-02-04,U1826,S5593,Direct,Website,UK,Mobile,Product,2,263,0,Returning
2026-02-04,U1826,S5593,Direct,Website,UK,Mobile,Home,3,26,0,Returning
2026-02-04,U1826,S5593,Direct,Website,UK,Mobile,Blog,4,35,0,Returning
2026-02-04,U1839,S5629,Referral,PartnerSite,India,Mobile,Contact,1,260,0,New
2026-02-04,U1839,S5629,Referral,PartnerSite,India,Mobile,Product,2,120,0,New
2026-02-04,U1839,S5629,Referral,PartnerSite,India,Mobile,Checkout,3,23,0,New
2026-02-04,U1839,S5629,Referral,PartnerSite,India,Mobile,Home,4,267,0,New
2026-02-04,U1847,S5649,Email,Newsletter,India,Mobile,Pricing,1,41,0,New
2026-02-04,U1847,S5649,Email,Newsletter,India,Mobile,Contact,2,255,0,New
2026-02-04,U1847,S5649,Email,Newsletter,India,Mobile,Home,3,221,0,New
2026-02-04,U1847,S5649,Email,Newsletter,India,Mobile,Product,4,194,0,New
2026-02-04,U1855,S5674,Referral,PartnerSite,UK,Mobile,Checkout,1,171,0,Returning
2026-02-04,U1855,S5674,Referral,PartnerSite,UK,Mobile,Contact,2,191,0,Returning
2026-02-04,U1855,S5674,Referral,PartnerSite,UK,Mobile,Product,3,269,0,Returning
2026-02-04,U1859,S5686,Direct,Website,Canada,Desktop,Checkout,1,106,0,New
2026-02-04,U1859,S5686,Direct,Website,Canada,Desktop,Home,2,105,0,New
2026-02-04,U1883,S5757,Social,Instagram,Australia,Mobile,Contact,1,103,0,Returning
2026-02-04,U1883,S5757,Social,Instagram,Australia,Mobile,Home,2,194,0,Returning
2026-02-04,U1883,S5757,Social,Instagram,Australia,Mobile,Checkout,3,151,0,Returning
2026-02-04,U1888,S5771,Direct,Website,USA,Desktop,Contact,1,205,0,New
2026-02-04,U1888,S5771,Direct,Website,USA,Desktop,Pricing,2,77,0,New
2026-02-04,U1888,S5771,Direct,Website,USA,Desktop,Product,3,189,0,New
2026-02-04,U1899,S5798,Email,Newsletter,Canada,Tablet,Home,1,293,1,Returning
2026-02-04,U1899,S5798,Email,Newsletter,Canada,Tablet,Checkout,2,129,1,Returning
2026-02-04,U1899,S5798,Email,Newsletter,Canada,Tablet,Blog,3,172,1,Returning
2026-02-04,U1969,S6014,Email,Newsletter,Canada,Tablet,Pricing,1,85,0,New
2026-02-04,U1969,S6014,Email,Newsletter,Canada,Tablet,Blog,2,60,0,New
2026-02-04,U1969,S6014,Email,Newsletter,Canada,Tablet,Contact,3,256,0,New
2026-02-04,U1969,S6014,Email,Newsletter,Canada,Tablet,Home,4,70,0,New
2026-02-04,U191,S602,Email,Newsletter,India,Desktop,Contact,1,127,1,Returning
2026-02-04,U191,S602,Email,Newsletter,India,Desktop,Blog,2,188,1,Returning
2026-02-04,U191,S602,Email,Newsletter,India,Desktop,Checkout,3,220,1,Returning
2026-02-04,U194,S609,Direct,Website,UK,Tablet,Blog,1,292,0,Returning
2026-02-04,U194,S609,Direct,Website,UK,Tablet,Product,2,258,0,Returning
2026-02-04,U194,S609,Direct,Website,UK,Tablet,Pricing,3,286,0,Returning
2026-02-04,U216,S671,Referral,PartnerSite,India,Desktop,Home,1,60,0,Returning
2026-02-04,U216,S671,Referral,PartnerSite,India,Desktop,Product,2,176,0,Returning
2026-02-04,U216,S671,Referral,PartnerSite,India,Desktop,Pricing,3,269,0,Returning
2026-02-04,U216,S671,Referral,PartnerSite,India,Desktop,Blog,4,201,0,Returning
2026-02-04,U230,S712,Referral,PartnerSite,USA,Desktop,Checkout,1,183,0,Returning
2026-02-04,U248,S765,Direct,Website,USA,Mobile,Checkout,1,217,0,New
2026-02-04,U255,S789,Direct,Website,Australia,Mobile,Product,1,216,0,Returning
2026-02-04,U255,S789,Direct,Website,Australia,Mobile,Home,2,159,0,Returning
2026-02-04,U276,S855,Email,Newsletter,UK,Mobile,Product,1,43,0,Returning
2026-02-04,U276,S855,Email,Newsletter,UK,Mobile,Contact,2,284,0,Returning
2026-02-04,U31,S93,Email,Newsletter,Australia,Mobile,Contact,1,246,0,New
2026-02-04,U31,S93,Email,Newsletter,Australia,Mobile,Home,2,124,0,New
2026-02-04,U310,S962,Direct,Website,Canada,Mobile,Contact,1,260,0,Returning
2026-02-04,U310,S962,Direct,Website,Canada,Mobile,Home,2,273,0,Returning
2026-02-04,U310,S962,Direct,Website,Canada,Mobile,Product,3,275,0,Returning
2026-02-05,U34,S104,Referral,PartnerSite,Australia,Mobile,Home,1,44,0,Returning
2026-02-05,U34,S104,Referral,PartnerSite,Australia,Mobile,Pricing,2,181,0,Returning
2026-02-05,U34,S104,Referral,PartnerSite,Australia,Mobile,Product,3,89,0,Returning
2026-02-05,U343,S1086,Referral,PartnerSite,India,Mobile,Product,1,282,0,Returning
2026-02-05,U343,S1086,Referral,PartnerSite,India,Mobile,Home,2,173,0,Returning
2026-02-05,U343,S1086,Referral,PartnerSite,India,Mobile,Contact,3,75,0,Returning
2026-02-05,U364,S1148,Direct,Website,Australia,Tablet,Pricing,1,120,0,Returning
2026-02-05,U364,S1148,Direct,Website,Australia,Tablet,Checkout,2,219,0,Returning
2026-02-05,U389,S1234,Direct,Website,Australia,Desktop,Home,1,226,0,Returning
2026-02-05,U389,S1234,Direct,Website,Australia,Desktop,Contact,2,230,0,Returning
2026-02-05,U389,S1234,Direct,Website,Australia,Desktop,Pricing,3,269,0,Returning
2026-02-05,U415,S1306,Referral,PartnerSite,USA,Mobile,Pricing,1,170,0,New
2026-02-05,U428,S1349,Direct,Website,India,Mobile,Contact,1,180,0,Returning
2026-02-05,U428,S1349,Direct,Website,India,Mobile,Checkout,2,269,0,Returning
2026-02-05,U432,S1357,Organic,Google,India,Mobile,Pricing,1,222,0,Returning
2026-02-05,U432,S1357,Organic,Google,India,Mobile,Contact,2,278,0,Returning
2026-02-05,U459,S1456,Direct,Website,Canada,Desktop,Pricing,1,247,0,Returning
2026-02-05,U459,S1456,Direct,Website,Canada,Desktop,Blog,2,260,0,Returning
2026-02-05,U459,S1456,Direct,Website,Canada,Desktop,Home,3,109,0,Returning
2026-02-05,U461,S1460,Organic,Google,USA,Mobile,Product,1,131,0,Returning
2026-02-05,U502,S1577,Social,Instagram,India,Tablet,Pricing,1,295,0,New
2026-02-05,U502,S1577,Social,Instagram,India,Tablet,Blog,2,70,0,New
2026-02-05,U502,S1577,Social,Instagram,India,Tablet,Contact,3,157,0,New
2026-02-05,U525,S1650,Organic,Google,UK,Mobile,Product,1,140,0,Returning
2026-02-05,U525,S1650,Organic,Google,UK,Mobile,Blog,2,122,0,Returning
2026-02-05,U525,S1650,Organic,Google,UK,Mobile,Pricing,3,67,0,Returning
2026-02-05,U529,S1661,Direct,Website,UK,Tablet,Home,1,288,0,Returning
2026-02-05,U529,S1661,Direct,Website,UK,Tablet,Product,2,115,0,Returning
2026-02-05,U529,S1661,Direct,Website,UK,Tablet,Pricing,3,247,0,Returning
2026-02-05,U52,S167,Email,Newsletter,Canada,Desktop,Pricing,1,227,0,Returning
2026-02-05,U539,S1697,Social,Instagram,USA,Mobile,Blog,1,36,0,Returning
2026-02-05,U539,S1697,Social,Instagram,USA,Mobile,Pricing,2,114,0,Returning
2026-02-05,U563,S1776,Organic,Google,Australia,Mobile,Product,1,277,0,Returning
2026-02-05,U563,S1776,Organic,Google,Australia,Mobile,Blog,2,101,0,Returning
2026-02-05,U563,S1776,Organic,Google,Australia,Mobile,Home,3,126,0,Returning
2026-02-05,U575,S1799,Social,Instagram,UK,Mobile,Home,1,74,0,Returning
2026-02-05,U584,S1826,Email,Newsletter,UK,Mobile,Blog,1,81,0,New
2026-02-05,U584,S1826,Email,Newsletter,UK,Mobile,Product,2,33,0,New
2026-02-05,U584,S1826,Email,Newsletter,UK,Mobile,Contact,3,66,0,New
2026-02-05,U584,S1826,Email,Newsletter,UK,Mobile,Home,4,226,0,New
2026-02-05,U594,S1852,Email,Newsletter,India,Mobile,Product,1,240,0,Returning
2026-02-05,U66,S213,Social,Instagram,India,Mobile,Blog,1,205,0,Returning
2026-02-05,U66,S213,Social,Instagram,India,Mobile,Home,2,194,0,Returning
2026-02-05,U66,S213,Social,Instagram,India,Mobile,Product,3,45,0,Returning
2026-02-05,U66,S213,Social,Instagram,India,Mobile,Pricing,4,180,0,Returning
2026-02-05,U686,S2165,Social,Instagram,Canada,Mobile,Product,1,290,0,Returning
2026-02-05,U686,S2165,Social,Instagram,Canada,Mobile,Pricing,2,120,0,Returning
2026-02-05,U686,S2165,Social,Instagram,Canada,Mobile,Home,3,258,0,Returning
2026-02-05,U686,S2165,Social,Instagram,Canada,Mobile,Blog,4,201,0,Returning
2026-02-05,U734,S2311,Referral,PartnerSite,Australia,Mobile,Product,1,299,0,New
2026-02-05,U734,S2311,Referral,PartnerSite,Australia,Mobile,Blog,2,190,0,New
2026-02-05,U734,S2311,Referral,PartnerSite,Australia,Mobile,Contact,3,164,0,New
2026-02-05,U743,S2347,Email,Newsletter,Australia,Mobile,Home,1,193,0,New
2026-02-05,U743,S2347,Email,Newsletter,Australia,Mobile,Pricing,2,136,0,New
2026-02-05,U754,S2384,Referral,PartnerSite,India,Mobile,Home,1,87,0,New
2026-02-05,U754,S2384,Referral,PartnerSite,India,Mobile,Blog,2,188,0,New
2026-02-05,U763,S2414,Organic,Google,UK,Tablet,Home,1,125,0,Returning
2026-02-05,U763,S2414,Organic,Google,UK,Tablet,Contact,2,292,0,Returning
2026-02-05,U791,S2494,Organic,Google,Australia,Mobile,Checkout,1,174,1,Returning
2026-02-05,U791,S2494,Organic,Google,Australia,Mobile,Home,2,90,1,Returning
2026-02-05,U806,S2537,Email,Newsletter,India,Mobile,Checkout,1,163,0,Returning
2026-02-05,U845,S2648,Social,Instagram,USA,Mobile,Pricing,1,213,0,Returning
2026-02-05,U845,S2648,Social,Instagram,USA,Mobile,Product,2,256,0,Returning
2026-02-05,U845,S2648,Social,Instagram,USA,Mobile,Home,3,121,0,Returning
2026-02-05,U845,S2648,Social,Instagram,USA,Mobile,Blog,4,216,0,Returning
2026-02-05,U856,S2678,Referral,PartnerSite,Australia,Tablet,Contact,1,297,1,Returning
2026-02-05,U856,S2678,Referral,PartnerSite,Australia,Tablet,Checkout,2,95,1,Returning
2026-02-05,U856,S2678,Referral,PartnerSite,Australia,Tablet,Product,3,268,1,Returning
2026-02-05,U856,S2678,Referral,PartnerSite,Australia,Tablet,Pricing,4,251,1,Returning
2026-02-05,U961,S2994,Referral,PartnerSite,USA,Mobile,Pricing,1,162,0,Returning
2026-02-05,U961,S2994,Referral,PartnerSite,USA,Mobile,Checkout,2,267,0,Returning
2026-02-05,U961,S2994,Referral,PartnerSite,USA,Mobile,Contact,3,232,0,Returning
2026-02-05,U988,S3068,Direct,Website,Australia,Mobile,Product,1,190,1,Returning
2026-02-05,U988,S3068,Direct,Website,Australia,Mobile,Checkout,2,245,1,Returning
2026-02-05,U988,S3068,Direct,Website,Australia,Mobile,Home,3,166,1,Returning
2026-02-05,U1065,S3294,Direct,Website,Canada,Mobile,Home,1,125,1,Returning
2026-02-05,U1065,S3294,Direct,Website,Canada,Mobile,Checkout,2,102,1,Returning
2026-02-05,U1065,S3294,Direct,Website,Canada,Mobile,Product,3,273,1,Returning
2026-02-05,U1065,S3294,Direct,Website,Canada,Mobile,Contact,4,121,1,Returning
2026-02-05,U1091,S3373,Organic,Google,UK,Desktop,Checkout,1,56,1,Returning
2026-02-05,U1091,S3373,Organic,Google,UK,Desktop,Contact,2,105,1,Returning
2026-02-05,U1091,S3373,Organic,Google,UK,Desktop,Pricing,3,147,1,Returning
2026-02-05,U1091,S3373,Organic,Google,UK,Desktop,Product,4,197,1,Returning
2026-02-05,U1092,S3375,Email,Newsletter,India,Mobile,Checkout,1,129,0,New
2026-02-05,U1092,S3375,Email,Newsletter,India,Mobile,Pricing,2,128,0,New
2026-02-05,U1149,S3535,Email,Newsletter,Australia,Mobile,Checkout,1,248,1,Returning
2026-02-05,U1149,S3535,Email,Newsletter,Australia,Mobile,Home,2,105,1,Returning
2026-02-05,U1178,S3620,Organic,Google,India,Mobile,Home,1,80,0,Returning
2026-02-05,U1178,S3620,Organic,Google,India,Mobile,Pricing,2,230,0,Returning
2026-02-05,U1195,S3669,Organic,Google,USA,Desktop,Checkout,1,186,0,New
2026-02-05,U1195,S3669,Organic,Google,USA,Desktop,Pricing,2,255,0,New
2026-02-05,U1195,S3669,Organic,Google,USA,Desktop,Product,3,113,0,New
2026-02-05,U1207,S3710,Direct,Website,UK,Mobile,Home,1,136,1,Returning
2026-02-05,U1207,S3710,Direct,Website,UK,Mobile,Checkout,2,299,1,Returning
2026-02-05,U1207,S3710,Direct,Website,UK,Mobile,Pricing,3,261,1,Returning
2026-02-05,U1229,S3788,Direct,Website,Australia,Mobile,Blog,1,205,0,New
2026-02-05,U1229,S3788,Direct,Website,Australia,Mobile,Product,2,163,0,New
2026-02-05,U1234,S3806,Email,Newsletter,USA,Tablet,Home,1,246,0,Returning
2026-02-05,U1234,S3806,Email,Newsletter,USA,Tablet,Checkout,2,281,0,Returning
2026-02-05,U1234,S3806,Email,Newsletter,USA,Tablet,Blog,3,184,0,Returning
2026-02-05,U1234,S3806,Email,Newsletter,USA,Tablet,Pricing,4,279,0,Returning
2026-02-05,U1274,S3941,Direct,Website,USA,Mobile,Checkout,1,243,0,New
2026-02-05,U1274,S3941,Direct,Website,USA,Mobile,Blog,2,149,0,New
2026-02-05,U1276,S3948,Direct,Website,UK,Mobile,Blog,1,51,0,Returning
2026-02-05,U1276,S3948,Direct,Website,UK,Mobile,Pricing,2,148,0,Returning
2026-02-05,U1311,S4060,Email,Newsletter,USA,Mobile,Pricing,1,196,0,Returning
2026-02-05,U1311,S4060,Email,Newsletter,USA,Mobile,Home,2,63,0,Returning
2026-02-05,U1315,S4075,Email,Newsletter,Canada,Mobile,Home,1,218,1,Returning
2026-02-05,U1315,S4075,Email,Newsletter,Canada,Mobile,Checkout,2,299,1,Returning
2026-02-05,U1347,S4179,Organic,Google,Australia,Tablet,Pricing,1,124,0,Returning
2026-02-05,U1347,S4179,Organic,Google,Australia,Tablet,Contact,2,125,0,Returning
2026-02-05,U1347,S4179,Organic,Google,Australia,Tablet,Product,3,245,0,Returning
2026-02-05,U1347,S4179,Organic,Google,Australia,Tablet,Checkout,4,98,0,Returning
2026-02-05,U1390,S4306,Social,Instagram,USA,Mobile,Blog,1,226,1,Returning
2026-02-05,U1390,S4306,Social,Instagram,USA,Mobile,Checkout,2,52,1,Returning
2026-02-05,U13,S44,Email,Newsletter,Canada,Mobile,Home,1,204,0,Returning
2026-02-05,U1470,S4545,Direct,Website,USA,Mobile,Blog,1,218,1,Returning
2026-02-05,U1470,S4545,Direct,Website,USA,Mobile,Checkout,2,288,1,Returning
2026-02-05,U1470,S4545,Direct,Website,USA,Mobile,Product,3,212,1,Returning
2026-02-05,U1470,S4545,Direct,Website,USA,Mobile,Home,4,104,1,Returning
2026-02-05,U1477,S4570,Organic,Google,UK,Tablet,Checkout,1,273,1,Returning
2026-02-05,U1493,S4622,Social,Instagram,Canada,Desktop,Contact,1,101,0,Returning
2026-02-05,U1493,S4622,Social,Instagram,Canada,Desktop,Checkout,2,66,0,Returning
2026-02-05,U1493,S4622,Social,Instagram,Canada,Desktop,Pricing,3,87,0,Returning
2026-02-05,U1495,S4628,Direct,Website,USA,Desktop,Checkout,1,51,1,New
2026-02-05,U1495,S4628,Direct,Website,USA,Desktop,Home,2,205,1,New
2026-02-05,U1495,S4628,Direct,Website,USA,Desktop,Product,3,143,1,New
2026-02-05,U1504,S4646,Direct,Website,USA,Desktop,Checkout,1,222,0,Returning
2026-02-05,U1504,S4646,Direct,Website,USA,Desktop,Blog,2,177,0,Returning
2026-02-05,U1504,S4646,Direct,Website,USA,Desktop,Pricing,3,259,0,Returning
2026-02-05,U1526,S4709,Direct,Website,UK,Mobile,Home,1,152,0,Returning
2026-02-05,U1526,S4709,Direct,Website,UK,Mobile,Pricing,2,202,0,Returning
2026-02-05,U1529,S4722,Social,Instagram,UK,Tablet,Contact,1,187,0,Returning
2026-02-05,U1529,S4722,Social,Instagram,UK,Tablet,Checkout,2,286,0,Returning
2026-02-05,U1529,S4722,Social,Instagram,UK,Tablet,Blog,3,103,0,Returning
2026-02-05,U1533,S4734,Social,Instagram,USA,Mobile,Product,1,232,0,Returning
2026-02-05,U1533,S4734,Social,Instagram,USA,Mobile,Pricing,2,139,0,Returning
2026-02-05,U1533,S4735,Referral,PartnerSite,Canada,Desktop,Home,1,199,1,Returning
2026-02-05,U1533,S4735,Referral,PartnerSite,Canada,Desktop,Checkout,2,217,1,Returning
2026-02-05,U1533,S4735,Referral,PartnerSite,Canada,Desktop,Contact,3,133,1,Returning
2026-02-05,U1549,S4780,Referral,PartnerSite,UK,Desktop,Blog,1,239,0,Returning
2026-02-05,U1578,S4862,Social,Instagram,Canada,Mobile,Product,1,181,1,Returning
2026-02-05,U1578,S4862,Social,Instagram,Canada,Mobile,Contact,2,34,1,Returning
2026-02-05,U1578,S4862,Social,Instagram,Canada,Mobile,Checkout,3,23,1,Returning
2026-02-05,U1578,S4862,Social,Instagram,Canada,Mobile,Pricing,4,178,1,Returning
2026-02-05,U157,S493,Email,Newsletter,India,Mobile,Checkout,1,269,1,Returning
2026-02-05,U157,S493,Email,Newsletter,India,Mobile,Contact,2,126,1,Returning
2026-02-05,U157,S493,Email,Newsletter,India,Mobile,Product,3,245,1,Returning
2026-02-05,U1627,S5009,Social,Instagram,Canada,Desktop,Product,1,185,0,Returning
2026-02-05,U1627,S5009,Social,Instagram,Canada,Desktop,Home,2,62,0,Returning
2026-02-05,U1627,S5009,Social,Instagram,Canada,Desktop,Contact,3,61,0,Returning
2026-02-05,U1627,S5009,Social,Instagram,Canada,Desktop,Checkout,4,154,0,Returning
2026-02-05,U1657,S5093,Referral,PartnerSite,Canada,Mobile,Pricing,1,173,0,Returning
2026-02-05,U1657,S5093,Referral,PartnerSite,Canada,Mobile,Home,2,176,0,Returning
2026-02-05,U1657,S5093,Referral,PartnerSite,Canada,Mobile,Checkout,3,38,0,Returning
2026-02-05,U1657,S5093,Referral,PartnerSite,Canada,Mobile,Blog,4,226,0,Returning
2026-02-05,U1671,S5134,Direct,Website,Australia,Desktop,Pricing,1,249,1,Returning
2026-02-05,U1671,S5134,Direct,Website,Australia,Desktop,Home,2,218,1,Returning
2026-02-05,U1671,S5134,Direct,Website,Australia,Desktop,Checkout,3,283,1,Returning
2026-02-05,U1671,S5134,Direct,Website,Australia,Desktop,Contact,4,146,1,Returning
2026-02-05,U1672,S5137,Email,Newsletter,USA,Mobile,Home,1,141,0,Returning
2026-02-05,U1672,S5137,Email,Newsletter,USA,Mobile,Contact,2,76,0,Returning
2026-02-05,U1672,S5137,Email,Newsletter,USA,Mobile,Pricing,3,295,0,Returning
2026-02-05,U1701,S5229,Email,Newsletter,India,Tablet,Checkout,1,290,1,Returning
2026-02-05,U1701,S5229,Email,Newsletter,India,Tablet,Pricing,2,178,1,Returning
2026-02-05,U1706,S5244,Email,Newsletter,Australia,Mobile,Pricing,1,289,0,Returning
2026-02-05,U1706,S5244,Email,Newsletter,Australia,Mobile,Home,2,204,0,Returning
2026-02-05,U1706,S5244,Email,Newsletter,Australia,Mobile,Product,3,187,0,Returning
2026-02-05,U1706,S5244,Email,Newsletter,Australia,Mobile,Contact,4,58,0,Returning
2026-02-05,U1707,S5245,Organic,Google,India,Desktop,Checkout,1,238,1,New
2026-02-05,U1712,S5261,Organic,Google,Australia,Desktop,Checkout,1,179,0,Returning
2026-02-05,U1712,S5261,Organic,Google,Australia,Desktop,Product,2,271,0,Returning
2026-02-05,U1712,S5261,Organic,Google,Australia,Desktop,Home,3,173,0,Returning
2026-02-05,U1723,S5293,Organic,Google,UK,Mobile,Pricing,1,163,0,Returning
2026-02-05,U1723,S5293,Organic,Google,UK,Mobile,Blog,2,128,0,Returning
2026-02-05,U1734,S5326,Social,Instagram,UK,Desktop,Blog,1,230,1,Returning
2026-02-05,U1734,S5326,Social,Instagram,UK,Desktop,Checkout,2,235,1,Returning
2026-02-05,U1734,S5326,Social,Instagram,UK,Desktop,Home,3,267,1,Returning
2026-02-05,U1738,S5336,Referral,PartnerSite,UK,Mobile,Home,1,107,0,Returning
2026-02-05,U1738,S5336,Referral,PartnerSite,UK,Mobile,Blog,2,127,0,Returning
2026-02-05,U1738,S5336,Referral,PartnerSite,UK,Mobile,Contact,3,255,0,Returning
2026-02-05,U1743,S5353,Email,Newsletter,Canada,Mobile,Checkout,1,166,1,Returning
2026-02-05,U1743,S5353,Email,Newsletter,Canada,Mobile,Home,2,92,1,Returning
2026-02-05,U1743,S5353,Email,Newsletter,Canada,Mobile,Blog,3,20,1,Returning
2026-02-05,U1743,S5353,Email,Newsletter,Canada,Mobile,Product,4,163,1,Returning
2026-02-05,U169,S538,Email,Newsletter,India,Mobile,Product,1,269,0,Returning
2026-02-05,U169,S538,Email,Newsletter,India,Mobile,Contact,2,173,0,Returning
2026-02-05,U169,S538,Email,Newsletter,India,Mobile,Blog,3,84,0,Returning
2026-02-05,U1772,S5438,Direct,Website,UK,Mobile,Pricing,1,257,0,Returning
2026-02-05,U1772,S5438,Direct,Website,UK,Mobile,Blog,2,151,0,Returning
2026-02-05,U16,S55,Direct,Website,Canada,Mobile,Checkout,1,119,0,Returning
2026-02-05,U1803,S5521,Social,Instagram,Australia,Mobile,Contact,1,209,0,Returning
2026-02-05,U1803,S5521,Social,Instagram,Australia,Mobile,Blog,2,41,0,Returning
2026-02-05,U1803,S5521,Social,Instagram,Australia,Mobile,Pricing,3,136,0,Returning
2026-02-05,U176,S553,Email,Newsletter,USA,Mobile,Contact,1,157,0,Returning
2026-02-05,U176,S553,Email,Newsletter,USA,Mobile,Blog,2,202,0,Returning
2026-02-05,U1813,S5547,Email,Newsletter,Australia,Desktop,Home,1,183,0,Returning
2026-02-05,U1813,S5547,Email,Newsletter,Australia,Desktop,Contact,2,289,0,Returning
2026-02-05,U1840,S5633,Email,Newsletter,USA,Mobile,Contact,1,221,0,Returning
2026-02-05,U1840,S5633,Email,Newsletter,USA,Mobile,Blog,2,73,0,Returning
2026-02-05,U1840,S5633,Email,Newsletter,USA,Mobile,Home,3,46,0,Returning
2026-02-05,U1846,S5648,Email,Newsletter,India,Desktop,Contact,1,266,0,Returning
2026-02-05,U1846,S5648,Email,Newsletter,India,Desktop,Checkout,2,251,0,Returning
2026-02-05,U1846,S5648,Email,Newsletter,India,Desktop,Home,3,259,0,Returning
2026-02-05,U1880,S5748,Referral,PartnerSite,UK,Mobile,Checkout,1,85,1,Returning
2026-02-05,U1902,S5803,Social,Instagram,USA,Mobile,Contact,1,295,0,Returning
2026-02-05,U1902,S5803,Social,Instagram,USA,Mobile,Pricing,2,272,0,Returning
2026-02-05,U1902,S5803,Social,Instagram,USA,Mobile,Blog,3,130,0,Returning
2026-02-05,U188,S591,Organic,Google,USA,Mobile,Checkout,1,24,1,Returning
2026-02-05,U188,S591,Organic,Google,USA,Mobile,Home,2,100,1,Returning
2026-02-05,U188,S591,Organic,Google,USA,Mobile,Contact,3,294,1,Returning
2026-02-05,U188,S591,Organic,Google,USA,Mobile,Blog,4,25,1,Returning
2026-02-05,U1939,S5923,Direct,Website,UK,Desktop,Home,1,230,0,Returning
2026-02-05,U1939,S5923,Direct,Website,UK,Desktop,Product,2,106,0,Returning
2026-02-05,U1939,S5923,Direct,Website,UK,Desktop,Blog,3,55,0,Returning
2026-02-05,U1942,S5934,Social,Instagram,Australia,Mobile,Contact,1,25,0,Returning
2026-02-05,U1942,S5934,Social,Instagram,Australia,Mobile,Home,2,187,0,Returning
2026-02-05,U1942,S5934,Social,Instagram,Australia,Mobile,Pricing,3,252,0,Returning
2026-02-05,U1978,S6047,Social,Instagram,UK,Desktop,Pricing,1,146,0,Returning
2026-02-05,U1995,S6104,Email,Newsletter,Canada,Mobile,Pricing,1,124,0,New
2026-02-05,U1995,S6104,Email,Newsletter,Canada,Mobile,Product,2,33,0,New
2026-02-05,U1995,S6104,Email,Newsletter,Canada,Mobile,Blog,3,135,0,New
2026-02-05,U1996,S6110,Email,Newsletter,Australia,Mobile,Product,1,149,0,Returning
2026-02-05,U205,S641,Referral,PartnerSite,Australia,Mobile,Checkout,1,148,1,Returning
2026-02-05,U209,S653,Referral,PartnerSite,India,Mobile,Home,1,239,0,Returning
2026-02-05,U209,S653,Referral,PartnerSite,India,Mobile,Pricing,2,282,0,Returning
2026-02-05,U209,S653,Referral,PartnerSite,India,Mobile,Product,3,110,0,Returning
2026-02-05,U209,S653,Referral,PartnerSite,India,Mobile,Contact,4,128,0,Returning
2026-02-05,U220,S680,Email,Newsletter,USA,Mobile,Product,1,240,1,Returning
2026-02-05,U220,S680,Email,Newsletter,USA,Mobile,Checkout,2,188,1,Returning
2026-02-05,U220,S680,Email,Newsletter,USA,Mobile,Pricing,3,161,1,Returning
2026-02-05,U220,S680,Email,Newsletter,USA,Mobile,Blog,4,45,1,Returning
2026-02-05,U21,S69,Email,Newsletter,USA,Mobile,Checkout,1,209,1,New
2026-02-05,U21,S69,Email,Newsletter,USA,Mobile,Product,2,296,1,New
2026-02-05,U21,S69,Email,Newsletter,USA,Mobile,Contact,3,51,1,New
2026-02-05,U21,S69,Email,Newsletter,USA,Mobile,Blog,4,278,1,New
2026-02-05,U235,S725,Organic,Google,Australia,Mobile,Product,1,137,0,Returning
2026-02-05,U235,S725,Organic,Google,Australia,Mobile,Contact,2,62,0,Returning
2026-02-05,U25,S81,Referral,PartnerSite,Australia,Mobile,Blog,1,56,0,Returning
2026-02-05,U25,S81,Referral,PartnerSite,Australia,Mobile,Pricing,2,83,0,Returning
2026-02-05,U264,S818,Organic,Google,Australia,Mobile,Blog,1,217,0,New
2026-02-05,U264,S818,Organic,Google,Australia,Mobile,Pricing,2,249,0,New
